Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Saint Peter's,18,40.6,21.7,53.6,0.405,4.9,15.3,0.324,9.7,16.4,0.588,13.4,19.2,9.9,18.7,28.6,11.3,6.8,4,58.1,2013
Wofford,18,40,21.2,53.4,0.398,4.6,16.1,0.283,11.1,14.7,0.751,11.8,17.3,8.4,21.9,30.3,11.4,6.9,2.3,58.1,2013
Savannah State,17,40.9,20.5,49.2,0.417,4.5,14.2,0.314,12.2,20,0.612,18.4,18.2,10.7,22,32.7,10.3,9.9,4.2,57.8,2013
San Jose State,17,40,19.8,55.5,0.356,4.9,17.4,0.285,13.2,20,0.662,12.8,17.4,11.9,20.7,32.6,9.5,5.5,2.7,57.7,2013
Clemson,18,40,21.1,52.6,0.402,4.7,15.8,0.298,10.7,16.2,0.661,11.8,15.8,10.1,22.1,32.1,9.6,5.9,4.6,57.7,2013
North Carolina A&T,16,40,19.8,52.6,0.376,5.8,20.2,0.288,11.9,19.1,0.624,14.4,18.9,11.3,23.9,35.2,10.9,7.1,4.2,57.2,2013
New Hampshire,15,40.3,20.1,53.9,0.373,5.8,20.4,0.284,10.7,16.8,0.635,11.3,16.5,10.8,23.1,33.9,9.4,5.2,2.1,56.6,2013
Eastern Michigan,16,40.3,20.1,49.5,0.407,4.9,14,0.353,11.2,16.5,0.678,13.4,16.8,11.3,20.5,31.8,10.2,8.3,4.6,56.4,2013
Nebraska,18,40,20.5,53.6,0.382,5.4,17.5,0.311,9.9,14.1,0.704,9.8,17.3,8.7,20.9,29.6,8.7,5.2,3.1,56.3,2013
Northwestern,18,40,19,50,0.38,7.1,22.7,0.311,10.6,15.7,0.674,10.3,16.9,7.6,18.4,26.1,12.8,5.7,2.6,55.7,2013
Hofstra,18,40,19.3,50.6,0.382,4.5,16,0.281,12.1,19,0.635,13.8,16.7,11.6,20.5,32.1,9.6,6.8,2.8,55.2,2013
Maryland-Eastern Shore,16,40.6,19.4,53.6,0.362,4.1,14.4,0.281,12.2,20.2,0.604,16.2,17.3,13.2,21.2,34.5,9.3,7.2,2.1,55,2013
South Florida,18,40.6,19.6,52,0.376,5.8,20,0.289,9.7,13.9,0.693,11.2,16.5,9.2,18.9,28.2,9.9,5.9,3.4,54.6,2013
Binghamton,16,40,19.2,53.6,0.359,4.6,17.4,0.266,10.6,16.1,0.658,14.9,16.6,9.5,23.9,33.4,7.6,6,2.9,53.7,2013
Wyoming,16,40.3,19.1,48.7,0.393,6.1,20.4,0.298,9.3,15.7,0.594,9.8,15.3,6.1,19.5,25.6,10,5.7,3.4,53.6,2013
Texas Christian,18,40,18.7,49.7,0.375,3.9,12.8,0.307,12,20.3,0.592,13.6,15.9,10.3,19.2,29.6,9.4,5.5,2.6,53.3,2013
Northern Illinois,16,40,16.9,48.9,0.347,4.4,16.1,0.276,14.5,21.6,0.672,14.6,21.1,11.3,21,32.3,7.9,6.3,1.6,52.8,2013
Navy,14,40,18.5,52.1,0.355,5.1,17.9,0.283,8.3,13.5,0.614,10.3,17,8.5,19.6,28.1,10.6,5.4,2.1,50.4,2013
Grambling State,18,40,19.3,52.7,0.366,4.3,15.3,0.283,7.3,13.7,0.537,14.9,16.3,10.6,21,31.6,10.4,3.9,2,50.2,2013
Howard,16,40,16.7,49.4,0.338,3.6,14.2,0.251,13.2,20.3,0.652,15.2,17.8,12,22.9,34.9,8.5,6,3.4,50.2,2013
