Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Western Illinois,14,40.3,21,45.9,0.457,5.2,14.1,0.369,14.7,20.4,0.72,13.5,18.4,6.8,21.8,28.6,11.2,4.5,2.1,61.9,2014
Loyola (MD),18,40.3,21.8,52.3,0.417,4.3,13.4,0.318,14.1,21.4,0.657,12.8,18.2,10.2,19.8,29.9,10.4,7.7,4.6,61.9,2014
Cal Poly,16,40,21,53.4,0.393,6.6,17.7,0.375,13.1,18.8,0.7,8.3,17.4,10.8,19.3,30.1,11.9,5.8,3,61.8,2014
Air Force,18,40.6,21.7,52.3,0.416,6.9,22.3,0.309,11.4,16.6,0.686,12.9,18.7,7.9,21.5,29.4,13.1,5.3,2.9,61.7,2014
Saint Peter's,20,40,20.8,52,0.399,5.4,17.2,0.313,14.8,21.1,0.699,11.8,17.6,9.8,22.6,32.5,9.9,6,4.8,61.6,2014
Bradley,18,40,21.5,53.1,0.405,5.3,15.3,0.345,13.1,19.4,0.673,10.8,19.8,10.3,20.9,31.2,9.6,7.3,2.2,61.3,2014
Bowling Green,18,40,22.5,54.6,0.412,4.2,14.1,0.299,11.8,18.3,0.645,14.2,17.2,10.4,23.2,33.7,12.3,6.7,5.1,61.1,2014
Northern Illinois,18,41.1,19.3,50.2,0.384,4.4,15.1,0.292,18.1,25.9,0.7,15.8,20.6,12.7,22.9,35.6,8,6.7,3.3,61.1,2014
Texas A&M,18,40.8,21.7,52.8,0.411,6,17.9,0.334,11.6,19.1,0.608,10.1,18.6,8.1,22.4,30.6,12.5,6.4,2.9,60.9,2014
Tulane,16,40,19.4,48.1,0.403,6.2,17.8,0.351,15.7,23.1,0.68,13,19.6,9.5,23,32.5,9.6,4.7,3.3,60.7,2014
Southern Utah,20,40.2,21.1,49.1,0.43,4.3,13.1,0.332,13.8,20.4,0.674,13.7,23.3,7.2,20.4,27.6,11.3,4,3,60.3,2014
Vanderbilt,18,40.3,20.3,50.1,0.406,6.4,21,0.307,13.1,19.2,0.684,12.7,16.7,9.3,22.5,31.8,12.2,4.6,4.5,60.2,2014
Illinois,18,40.3,21,55.1,0.381,5.7,18.6,0.304,12.3,16.8,0.733,10.6,17.8,10.1,21.8,31.8,9.1,6.9,3.1,60,2014
UNC Wilmington,16,40.9,22.3,55.2,0.404,4.8,15.6,0.305,10.4,16.9,0.619,10.6,18.4,10.4,22.4,32.8,10.4,5.9,3.9,59.8,2014
Texas State,18,40.3,21.6,49.6,0.435,4.3,14.8,0.292,12.2,17.5,0.695,13.7,18.8,7.9,21.8,29.8,10.6,5.8,2.8,59.6,2014
Clemson,18,41.4,20.4,50.8,0.402,4.9,16.8,0.294,13.5,19.1,0.708,11.2,15.9,10.4,21.2,31.6,9.3,4.3,4.9,59.2,2014
Miami (FL),18,40.6,20.7,50.2,0.412,5.6,17.2,0.324,12.3,18.9,0.65,9.5,16.1,10.3,21.7,32.1,9.6,4.3,3.2,59.2,2014
Texas Christian,18,40,19.4,51.6,0.376,4.4,14.6,0.304,15.8,21.7,0.728,11.9,17.1,7.8,18.6,26.4,9.7,5.4,3.3,59,2014
Navy,18,40.6,21.2,53.6,0.396,6.7,20.4,0.33,9,14.7,0.611,12.4,18.5,10.3,20.3,30.6,12.2,6.3,3.3,58.2,2014
Rice,16,40,20.6,51.4,0.4,7.3,23.8,0.308,9.7,15.5,0.625,13.5,19.1,7.4,22.4,29.8,14.1,4.8,1.9,58.1,2014
Washington State,18,40.6,18.4,49.9,0.368,7.3,21.6,0.34,12.7,19,0.67,11.6,18.3,8.4,21.9,30.4,9.6,4.6,3.1,56.8,2014
San Jose State,18,40,18.9,52.3,0.362,7.7,24.3,0.317,10.7,14.9,0.717,13.4,19.7,8.4,22.2,30.6,10.3,3.8,2.5,56.3,2014
Virginia Tech,18,40.8,19.1,51.3,0.372,5.9,19.2,0.307,11.2,18.3,0.612,12,15.9,10.5,22.9,33.4,9.4,3.8,3.7,55.3,2014
New Hampshire,16,40.3,18.7,50,0.374,7,21.6,0.324,10.6,15.6,0.679,13.2,18.5,8.2,23.9,32.1,10,4.1,3.8,54.9,2014
Northwestern,18,40.6,18.8,50.2,0.375,5.9,21.3,0.277,10.8,15.9,0.682,10.3,17.7,6.3,22.8,29.1,9.3,4.4,4,54.4,2014
