Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Little Rock,18,40.3,22.3,52.2,.428,6.6,19.3,.339,12.7,16.6,.765,13.0,19.0,8.3,21.8,30.2,11.5,4.9,4.1,63.9,2017
Delaware,18,40.3,23.2,55.7,.417,5.8,19.6,.297,11.6,17.0,.680,11.4,19.2,8.6,21.9,30.6,10.9,5.3,3.4,63.8,2017
Alabama A&M ,18,40.8,22.3,53.6,.417,4.2,14.9,.284,14.9,22.9,.649,12.7,18.4,10.4,22.8,33.2,11.6,2.9,1.6,63.8,2017
Chicago State,14,41.1,21.7,60.3,.360,5.7,20.1,.285,14.0,18.6,.754,14.2,18.9,9.3,24.6,33.9,10.8,6.4,1.9,63.1,2017
Pacific,18,40.0,23.1,57.3,.403,5.0,16.2,.308,12.0,17.9,.671,11.2,19.2,10.1,23.7,33.7,11.2,4.3,2.2,63.1,2017
Fordham,18,40.8,23.0,55.2,.416,8.2,24.1,.342,8.8,12.8,.687,13.6,18.6,8.9,21.2,30.1,13.4,9.0,3.1,63.0,2017
Western Carolina,18,40.0,23.4,56.4,.414,4.9,14.7,.333,11.3,17.0,.663,15.0,19.6,10.8,22.2,33.1,10.9,6.3,2.0,62.9,2017
Central Connecticut State,18,40.6,23.1,55.2,.419,5.1,14.7,.348,11.3,18.8,.599,13.6,19.0,11.6,21.9,33.5,10.3,5.8,2.3,62.6,2017
American University,18,40.3,23.1,49.3,.468,5.7,16.3,.347,10.4,16.6,.629,13.4,18.0,5.6,21.0,26.6,11.7,6.8,2.6,62.3,2017
Hartford,16,40.3,21.3,56.9,.374,7.5,25.1,.299,11.7,17.3,.675,13.2,17.4,9.6,23.1,32.8,9.9,6.8,4.0,61.8,2017
South Florida,18,40.0,23.0,57.0,.404,6.0,18.1,.332,9.7,14.3,.674,16.2,19.3,11.2,21.7,32.9,11.7,5.9,3.6,61.7,2017
Maine,16,40.0,21.9,54.2,.403,5.3,17.4,.305,12.2,18.6,.658,13.1,16.0,8.3,25.1,33.4,11.2,5.7,2.2,61.3,2017
St. Francis (NY),18,40.5,20.6,59.2,.347,6.6,24.7,.265,13.5,20.2,.668,11.7,21.3,11.4,22.3,33.7,9.0,6.1,3.1,61.2,2017
Saint Louis,18,40.5,20.4,51.1,.400,7.2,19.8,.362,12.8,18.4,.698,12.2,19.8,7.4,22.9,30.4,11.8,4.7,2.3,60.9,2017
Holy Cross,18,40.3,20.7,48.7,.425,7.2,20.8,.344,12.1,17.3,.698,10.8,16.3,5.5,19.8,25.3,13.1,9.7,2.6,60.7,2017
Oregon State,18,40.0,21.9,53.2,.412,6.6,19.1,.344,10.3,15.3,.670,14.4,18.4,8.4,20.7,29.1,11.2,5.0,3.1,60.6,2017
Northern Iowa,18,40.6,20.2,50.0,.403,6.4,21.3,.303,13.5,18.0,.750,11.4,14.4,5.2,23.2,28.4,9.3,5.7,2.9,60.3,2017
Rutgers,18,40.3,23.3,60.2,.387,4.1,14.1,.292,9.4,16.6,.570,13.4,18.1,13.5,22.9,36.4,9.0,6.6,3.9,60.1,2017
San Diego,18,40.6,20.0,50.3,.397,7.4,22.4,.332,12.7,18.1,.699,12.1,18.4,7.1,23.6,30.6,11.8,3.4,1.7,60.1,2017
East Carolina,18,40.0,20.3,54.5,.372,6.4,21.6,.296,12.6,19.6,.640,12.7,16.6,10.1,24.6,34.7,11.3,4.8,5.5,59.5,2017
Portland,18,40.0,19.4,50.4,.386,5.1,14.9,.342,15.3,21.1,.728,12.7,18.7,7.1,21.4,28.5,8.1,4.0,3.3,59.3,2017
Presbyterian,18,40.3,20.9,53.4,.392,5.4,17.1,.318,10.1,14.8,.680,14.9,16.6,9.8,21.6,31.4,10.9,4.3,2.3,57.4,2017
UC Santa Barbara,16,40.0,20.7,54.2,.382,4.6,15.8,.294,11.1,17.0,.651,12.1,17.3,9.8,23.9,33.7,11.0,5.6,2.2,57.1,2017
