Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Air Force,14,40.4,19.9,47.1,0.422,6.6,20.1,0.327,10.8,16,0.674,12.9,16.8,4.4,21.1,25.5,12.4,5.6,3.3,57.1,2012
Saint Peter's,18,40,20.2,50.2,0.403,5,14.6,0.342,11.5,16.8,0.683,16.1,18.1,8.2,19.8,28,11.3,7.3,3.4,56.9,2012
Boston College,16,40,19.8,49.1,0.403,7.1,20.9,0.341,10.2,15.3,0.665,14.2,15.8,6,20.9,26.9,10.9,5.2,2.5,56.9,2012
Southeastern Louisiana,16,40.3,20.6,50.6,0.406,3.4,12.5,0.27,11.9,20.4,0.584,15.6,16.9,10.8,23.8,34.7,10.4,5.1,3.4,56.4,2012
Binghamton,16,40,20.6,49.8,0.413,3.9,12,0.328,10.8,15.9,0.678,13.6,17.2,7.7,20.4,28.1,11.2,5.8,2.2,55.9,2012
Northern Illinois,16,40,18.8,50.7,0.37,6.1,18.4,0.329,12.2,18.2,0.668,15.2,20.9,12.2,20.1,32.3,8.9,5,2.2,55.8,2012
Southern Methodist,16,40.3,19.4,46.4,0.417,7.2,22,0.327,9.8,15.1,0.649,12.4,18.1,5.1,18.3,23.4,11.2,7.3,2.2,55.8,2012
Loyola (IL),18,40.8,19.9,47.8,0.416,4.1,12.6,0.322,11.6,17.1,0.678,13.7,16.3,8.4,18.9,27.3,12,4.9,1.7,55.4,2012
Navy,14,41.1,19.4,50.5,0.383,4.9,18.6,0.264,11.7,17.3,0.678,13.4,19.4,10.2,18.8,29,9.5,7,2.1,55.4,2012
Dartmouth,14,40,18.4,47.9,0.385,3.4,12.2,0.275,14.4,20,0.721,14,17.4,8.8,22.5,31.3,8.3,4.9,2.5,54.6,2012
Utah,18,40.3,19.4,48.8,0.397,5.7,18.2,0.315,9.6,14.2,0.672,14.1,16.5,6.1,20.6,26.6,10,5.5,2.5,54.1,2012
Texas Tech,18,40.1,18.7,47.1,0.396,4.7,13.7,0.341,11.9,17,0.699,16.7,20.3,6.9,20.2,27.1,10.3,4.7,2.8,53.9,2012
Eastern Michigan,16,40.6,18.1,46.9,0.386,4.8,13.6,0.35,12.4,17.8,0.701,13.7,17.7,9.2,19.5,28.7,10.2,6.6,3.2,53.4,2012
USC,18,40,19.8,53.4,0.371,3.8,15.4,0.248,7.4,12.2,0.612,9.3,14.4,6.4,17.9,24.4,9.6,5.9,1.8,50.9,2012
Towson,18,40,17.3,48.3,0.359,3.4,12.4,0.272,11.6,19.3,0.601,17.7,18.2,12.1,20.6,32.7,8.4,6.4,4.6,49.6,2012
