Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Gardner-Webb,18,40.3,21.8,53.6,0.408,5.6,18.6,0.302,10.2,16.3,0.626,14.2,18.8,10.5,22.2,32.7,10,6.8,2.1,59.5,2011
Stony Brook,16,41.3,21,54.7,0.384,7.6,21.5,0.352,9.8,15.4,0.636,11.8,16.8,10.2,23.9,34.1,9.8,5.2,2.6,59.4,2011
Virginia,16,40.3,20.8,51.5,0.404,7.5,18.9,0.397,10.2,15.2,0.668,10.2,15.9,7.2,21.3,28.6,11.6,5.6,3.1,59.3,2011
Illinois State,18,40.6,21,50.8,0.414,4.8,15.5,0.308,12.2,16.6,0.736,12.9,19.1,8.6,22.4,30.9,10.8,4.8,4.1,59,2011
USC Upstate,20,40.2,21.2,55,0.385,7,24.2,0.291,9.4,15.9,0.594,14.8,17.9,11.8,20.6,32.5,11.9,5.8,3.4,58.9,2011
Hartford,16,41,21.4,55.4,0.387,9.1,28.4,0.322,6.8,11.8,0.571,11.1,16.6,9.4,19.3,28.8,12.1,7.9,3,58.8,2011
Southern Illinois,18,40.3,20.7,50.6,0.408,4.8,14.4,0.332,12.6,18,0.701,13,19.5,8.4,21.1,29.5,11.5,5.5,2.6,58.7,2011
Louisiana Tech,16,40,21.1,53.3,0.395,5.4,18.1,0.297,10.6,17.4,0.608,15.9,20.4,10.2,21.8,31.9,8.6,5.3,2,58.1,2011
Toledo,16,40.3,19.9,49.4,0.403,5.3,16.6,0.32,12.6,19.9,0.635,15,18.2,8.9,19.8,28.7,11.9,6.2,1.8,57.7,2011
New Hampshire,16,40.9,19.9,53.9,0.37,7,23.5,0.298,10.7,17.8,0.6,10.9,17.8,10.3,22.7,33,9.8,3.8,3.1,57.6,2011
LSU,16,40,20.8,53.6,0.388,4.7,17.8,0.263,11.2,17.3,0.646,14.9,18.1,9.6,21.5,31.1,10.6,6.1,2.9,57.5,2011
Southern,18,40.3,19.8,51.8,0.383,4.9,16.5,0.3,12,19.9,0.602,15.9,16.6,9.2,22.7,31.9,11.4,5.6,3.1,56.6,2011
San Diego,14,40.4,19.9,49.3,0.403,4.8,15.1,0.318,12,17.7,0.677,14,19.7,7.2,19.7,26.9,10.9,5,3.2,56.5,2011
Western Illinois,18,40,19.2,47.6,0.404,5.1,15.2,0.333,12.2,17.8,0.684,13.4,19.7,6.2,20.2,26.4,9.8,4.9,2.4,55.7,2011
